sentence,emotion
i feel agitated right now,anger
i know that some of you might feel sympathetic for the painful emotions weve endured in the past three years but havent we all,love
i want to say i feel numb but if i was numb i wouldnt have this pain and i probably wouldnt be able to cry so much,sad
i know my worth and no one can make me feel worthless,sad
i used this product when i know my skin needs a deep clean whether its because i happened to sleep in my makeup after a night out or my skins is just feeling super awful,joy
i actually feel so much infuriated when those ones go around because they are so random and just totally wrong,anger
i hasnt fixed chad yet and im beginning to feel a little agitated,anger
i reached the end of keep holding on i found myself feeling completely dissatisfied with its events and lacking hope for its characters,anger
i feel that they want to create a spotlight for happy but beauty steal it,joy
i feel as if i have to constantly accomplish to be a valuable human being,joy
i feel like at times i am lauren for trying to help my friend see that her boyfriend is a lousy guy yes they might be best friends and never let that go but they re both not good for each other,sad
i am feeling so very tender about this,love
i have so much to do i just feel drained thinking about it,sad
i feel disappointed but not surprised,sad
i feel broke inside but i wont admit sometimes i just wanna hide cause its you i miss and its so hard to say goodbye when it comes to this ooh,sad
i was feeling particularly overwhelmed and needed to figure out how i could keep my writing life organized,fear
this person i know lied about how much income his parents made and received money through grants which he did not need another person is barely making it,anger
i suddenly get blurred vision and feel a bit dazed afterwards and then i feel pressure,suprise
i wasnt already feeling stunned about putting the same bible verse on my post for my weekly food for the soul i was certainly floored by the image of the shadow,suprise
i feel incredibly intelligent now and it was all done scribbling over my proposal in a pink pen,joy
i can feel those hateful voices inside me,anger
i have a tendency when surfing the net looking at software to try and find manpages online for things i see referenced or feel curious about,suprise
i realised that i was lying on my back on the ground and my hands were on my head and it was feeling really badly shaken,fear
i did feel that it was more of a protest and show than i would have liked,love
i think i care to much about me now to put myself in that position of obvious emotional abuse and pain i feel like i recoil from it i m frightened of it,fear
i feel like addressing my faithful followers,love
i stay afloat but im feeling out of control so petrified,fear
im still feeling low from the recent developments that have happened at the end of this summer,sad
i have a feeling that i wont do as well for this semester,joy
i would remind myself that once you give something never feel resentful about giving it,anger
i feel paranoid like they were told to stop getting in a href http www,fear
i feel so lucky and blessed to have a mom like her,joy
i guarantee you that feelings of powerlessness will begin to fade and you will be pleasantly surprised by your results,suprise
im finding myself feeling conflicted and disturbed at the ease in which i can check on my ninth graders grades,sad
i feel so nostalgic,love
i am going to continue to tap and help myself remove those dense heavy feelings and start having more emotional freedom because i really do love and accept myself anyway,sad
i am a little melanchol pagetitle team shoes basketball tim tebow broncos jersey i feel contented,joy
i understand this may feel weird or cheesy,suprise
i look back at my bank statements i do feel a little shocked when i see that every month without fail ive spent at least on pizza,suprise
i forgive myself for accepting and allowing myself to have lacked compassion and emathy in moments where i feel like i am being verbally assaulted,fear
i get this feeling from her because she was shocked that my so and i knew anything about greys or even birds in general,suprise
i feel so disgusted right now so inferior such like a failure,anger
im not going to deny that at times i feel bitter,anger
i give in when i don t want to or act aggressive against my better judgment i feel terrible or guilty or whatever so i want to learn to be more assertive,sad
ive sat through many sermons feeling amazed that god had designed a lesson just for me and made several hundred other people listen too just because they showed up ar church that day,suprise
i feel that it was the action of donating it after already supporting us through the bottle drive that brings the donation s value to an unattainable monetary value,love
im not feeling too confident,joy
i feel funny listen to i feel funny the beautiful young girl of this japan also really doesn t know dissimulation a few of my wives be the first time when i touched a top them a jade milk also was all this felling can only a href http www,suprise
i started out feeling really hot and began to cool off as i ran,love
i ended up winning but didn t feel as if i ran well,joy
i can feel the savior trying to pull me up out of those waves while so gently trying to teach me a tender lesson,love
i wonder if this is what heaven will be like being able to be in constant worship constant communion with god there is nothing sweeter than those moments suspended in time when we are singing a hymm and i feel that that song wafts up to god like a sweet fragrant offering,love
im even feeling a little less overwhelmed and a little more sure of myself which is a small but welcome sort of magic,suprise
i just feel so much aching,sad
i caught ritchie s cold in florence and was feeling a bit grumpy when we visited the trevi fountain and spanish steps,anger
i get the feeling your girlfriend might not be too keen on the idea,joy
i have been feeling a little bit dazed since that,suprise
i feel it so deeply that i m pissed off,anger
i just want to not feel stressed and anxious but this person is standing in the way of my peace,sad
i feel quite distressed,fear
i have read section and feel very disturbed that it emphasizes votes cast and not registered voters,sad
i feel loyal to this country because my family lives there and my parents are from there and it is coursing in my blood with every breath i take,love
i was left with my integrity and my dignity intact but feeling pissed off,anger
i feel so hot just looking at the sleeve and the small neckline,love
i feel weird trying to get in a workout at home but i cant really leave my company alone to get in a workout elsewhere,suprise
im sure these new members of the family were feeling a little out of place as well but because of my mom she made them feel like they had been to every thanksgiving we ever had,joy
i am also posting this because i am trying to work on the writing i want my students to feel passionate about,love
i am feeling super thankful for the amazing summer memories that i have created with these two,joy
i have been feeling strange lately,suprise
i feel mad at myself,anger
i apologized for my behavior but that i was feeling very mad and upset because he was not treating me with respect by not listening to me or following directions and i asked how he would feel if i didnt listen to him when i asked him to hurry etc,anger
i feel blessed and i give all the honor to god,love
i have a feeling you may be impatient like your daddy,anger
im angry feeling mad,anger
i just make assumptions based on what i see think feel i ve wondered this before with strange things,fear
i usually go with my mood if i m feeling gloomy that day i will try to wear a bit more color to brighten up my day,sad
i am feeling very insulted,anger
i feel kind of superior,joy
im feeling mad positive about my comics these days so im gonna try and give all of you my opinion of books that might be on your shelves and why you may want to give them a shot,anger
i can feel myself being uncharacteristically optimistic i can feel where it is going and its not heading to a great place,joy
i was feeling awful friends before i left for my dads,sad
i will restrain myself till tomorrow and then she shook her head portentously and waited till the farmer appeared feeling assured that mrs,joy
i again felt tired but not exhausted but i also had a deep feeling of calm which has stayed with me and it is still there,joy
i remember reading the summary provided and not feeling too impressed but i looked up the author and thought when we were orphans sounded interesting,suprise
i feel a little bit funny though like i should be depressed or reflective or even excited about the approach of school,suprise
i was still feeling irritable at everything,anger
i no longer feel like i am that caring decent person who would give you re the shift off of her back or the last dollar in her wallet if asked,love
i feel so wonderful when i m around him,joy
i feel like i can find more reviews of books ive been curious about,suprise
i think it has to do with because he gets invited to go to bars and stuff like that so they feel more friendly with him,joy
when,fear
im happiest ive been in a long time and it feels amazing to be able to say that and actually mean it,suprise
i feel like typically he rushes out pretty quickly telling drugstore girl that she looks just like her while on the move,joy
i want to buy has made me feel disillusioned and disappointed and hate the world of fashion right now,sad
i didnt feel as shocked as i think the scene should have made me feel or as harry was supposed to have felt,suprise
while cycling in the country a dog started running beside me,fear
im not feeling violent im feeling creative with weapons,anger
i presented to the senior marketers at unilever and the feeling i came away with can be summed up in one word smug,joy
i am really happy i am still flashed from the two concerts i feel so beloved and content,love
i smile feeling suddenly shy,fear
i have since given or traded a few but always with someone i feel confident will care for them well,joy
ive been trying way too hard from the very beginning to please and pleasure him however he wants and whenever that now i just feel dirty and cheap,sad
im sure if i had never been to kauai i probably would have rated this a tiny bit lower but im feeling generous today,love
im feeling helpless and morose and just really not creative and listless,fear
i know there are a lot of girls i ve talked to fans going through the same thing in relationships and families and it just sucks to feel kind of victimized,sad
i am so incredibly thankful for the temple and for the blessings the promises and especially the feeling that comes over me when i am either inside this amazing building or simply when i drive by,suprise
i feel as if it only engrains these prejudiced ideas more,sad
i trust my kids however i feel helpless enough in here over so many things and i m upset at the lack of respect for the few little things i asked them not to do,fear
i feel nostalgic and sad thinking about it i still remember crying into my pillow,love
i found a nice mix of self care disciplines restored my ability to feel i enjoyed a mix of massage acupuncture yoga dance a good counselor and faith,joy
i remember feeling really surprised because all the sightseeing places were literally next to each other,suprise
i feel like loving you today sampled by many including erykah badu,love
i pull you even closer i massage your cheeks as a baker would kneed bread it almost tickles nude ashley judd movie you yet feels wonderfully playful,joy
im feeling a little jaded so ill skip a long post because i feel like this back tomorrow full of the joys,sad
i feel like i should be on that show strange addictions or intervention,suprise
i feel a little bit strange about this,suprise
i got the feeling after a while that the teacher disliked me,sad
i literally believed that my stress levels will go down since homework is over but i just feel more overwhelmed,suprise
i can understand that she is feeling fucked over by pt,anger
i feel completely fucked off,anger
i feel empty inside iphone wallpaper mobile wallpaper a href http www,sad
i feel shocked to realize how far i have come in so short a time,suprise
i was never sure how to feel about drystan and something told me not to trust harper even though she was really sweet,love
i sat in the chair while the hairdresser made a complete circle around me squinting incredulously at my hair and feeling it with his hands apparently amazed to discover a head that was naturally unkempt rather than artfully dishevelled,suprise
im rather fond of these weirdos though and i get the feeling they are rather fond of me which is kind of a big deal,love
i feel inhibited by the environment,sad
i am feeling determined so i have restarted both couch to k and the a href http www,joy
i feel like maybe god may be giving us a not so gentle push out the door to find a new home where maybe we can use our gifts,love
i was feeling nostalgic this week so theres a ton of classics that i have been meaning to play for weeks so sit back and enjoy and please remember to spread the word,love
i went into my week appointment feeling pretty optimistic,joy
i had done anything to invite such behavior and am still feeling hesitant on using my headset in the future but having someone around to wrangle those,fear
i love feeling shaky and soft and wanting,fear
i feel overwhelmed with the state of the house,suprise
i couldnt help but feel a bit of phyllis in that sweet child,joy
i was feeling a wave of melancholy,sad
i feel that i bumble my way through my blog posts and am amazed that anyone reads them,suprise
i am feeling a bit neglectful of this blog so while the family watches a movie i thought i would check in with you,sad
i recently read something that really spoke to me and ive been repeating to myself whenever i feel unsure about something will this matter to me in a year,fear
i feel your lips your tender kiss,love
i feel they would be more surprised to find whats not there,suprise
i feel a lil dazed actually,suprise
i immediately related to feeling curious about everything,suprise
i feel and am convinced has changed much and she is not the same little one i saw i knew before,joy
im feeling so impatient im probably not going to have this baby until after my due date,anger
i feel like my casual observances have been repaid with mass produced pandering sloppy boring crap based on an uninspired script directed by an amateur,joy
i am sonia and i want to personally thank u for tuning in to satisfying her soul a platform which was created for me you her and many other women to feel comfortable in sharing their journey of healing letting go forgiveness and a embracing a new you,joy
i end up feeling frightened hopeless and discouraged,fear
i feel distraught and devastated,fear
i feel about myself i dont want to be in that wedding anywhere near the gorgeous bride,joy
i feel that i am supporting the troops by demanding that we not send our young men and women into harm s way to bear arms against a country that has done nothing to threaten us at any point,joy
i use the wheelchair because if i don t i m feeling even more distressed,fear
i feel really funny,suprise
i feel less shocked hysterical lol about grandpa than i did last week when my dad called me,suprise
i feel kind of affectionate towards him,love
i feel i should say a few words about this ludicrous work,sad
i feel like the muscles in and around our eyes did something funny when they got zapped,suprise
i allow myself to feel grumpy if i am and be okay with it then wow,anger
i can not help but feel excited with the thoughts of a new adventure a new lifestyle,joy
i went to bed early since i couldnt take the feverish feeling anymore but my body was aching badly that it wouldnt allow me to sleep peacefully,sad
i woke this morning feeling hesitant about allowing for circulation of a specific heart whisper,fear
i feel super dizzy like i want to expel all of my breakfast and would rather not eat lunch,joy
i have gone from feeling such tender and exquisite love to hostility,love
i feel like that would be weird for me,fear
i feel uncomfortable now,fear
i f feel like i am being purposely excluded from a family vacation and now i am not sure how to react,joy
i feel rather splendid,joy
i have a feeling i will be spending a lot of time reading in some lovely little coffee shops,love
i feel ecstatic and when i am with him,joy
i thought about it then said i feel homesick,sad
i was not feeling overly impressed with this doctor at that point i asked about declaring a primary within the practice,suprise
i am appalled that i feel violent toward another human being,anger
i may just speak up directly cancer tends to talk all around the real issues because they feel so vulnerable,fear
i feel like people are constantly curious as to how much i weigh or what i look like or what i wear,suprise
i feel hes so sincere,joy
i feel amazed at his knowledge in bible,suprise
i would love to do something that i feel passionate about,love
i know is that everytime i think about her i feel nostalgic and all of a sudden lonely,love
i feel like even if its legacy to your family it s also a want to feel socially accepted and to be allowed to go to all the bangin parties everyone wants to attend,love
im not feeling all that keen to go home,joy
i feel like a homesick kid in corupo again,sad
i was feeling really naughty i might show you my pass the page layout which is going live here tomorrow and we would talk about how it all came together,love
i feel naughty now because i am not paying attention to her,love
i hate feeling like i might be taking steps back i am terrified that i might slide back into the abyss of before,fear
i feel so virtuous my wife has just shot off to the hairdressers,joy
i feel blessed that we have these adorable children in our care to love on and cherish,love
i made music just so people would like me is untrue but its true to say i wanted to be liked respected desired and to feel like i was worth being liked respected and desired,love
i was feeling resentful again,anger
i never feel that i can completely convince people that i am sincere and that pains me,joy
i began to notice an underlying feeling of discontent that i couldn t quite figure out,sad
i begin when i feel overwhelmed,suprise
i woke up saturday morning feeling grumpy because it was cloudy and tired because i ve been drained of my life force this last week,anger
i dont own very much that i feel is worth owning but one thing i do have that i am very happy about is a tree,joy
i feel amazed that ive lived almost years on the planet without visiting them before,suprise
im feeling horny currently blasting system of a down innervision,love
i were feeling adventurous and wandered out into the wilderness in an attempt to find the pig frog face shaped rock that bri and eric had spotted as they walked to camp,joy
i feel a bit apprehensive and i know i need to be very careful,fear
i feel an idiotic now,sad
i watched it fly away that it might be a similar feeling of loving compassion our mother father god our higher self or our guardian angels have as they guide us through our trials and tribulations here on earth,love
i still feel like that is the reason why i didn t get accepted to nyu,love
i feel as though im being punished,sad
i guess you can say that you feel superior for a second or so,joy
i stopped feeling homesick which was great,sad
i just wanted to spill out my guts with how i feel i wouldn t want to lose you over something so petty and dumb as this is,anger
i feel i am surprised by this since i had always wanted at least two children originally i wanted four when i was young and stupid,suprise
i could feel myself getting really hot in the wet suit,love
i feel incredibly uncomfortable being outdoors here in the us or at least in the south,fear
i was making a great show of feeling just fine and dandy as i do,joy
i am not feeling so hot hours ago,love
i wake up one morning and realize i don t feel passionate about the characters or the plot or both,joy
i wouldn t feel subconsciously resentful of it,anger
i dont like about coldstone is i feel like everything i get is waaaaayyyy too sweet but i think that choices does a good job of making delicous creations without giving you that creaminess overload,love
i think about mull over it i can feel myself becoming irritated and i dont want to have those feelings in my chest today,anger
i dont usually get this much time on the river and in fact i feel almost dazed by it,suprise
i never get to feel those amazing kicks and jabs again,suprise
i don t feel blamed or feel the need to blame anyone but you re getting on the wrong side of the track when you re handing me the pooper scooper to clean up your mess again,sad
i advocate scraplifting when youre feeling creatively timid,fear
i want to feel admired,joy
i could feel safe around him,joy
i am not mad at them but it feels awkward almost like i want to tell them but i refuse to share my sacred story at work with people who might ask questions,sad
i feel as though i haven t been as supportive and active a parent as i should be,love
im feeling to overwhelmed with everything else between youtube work my side jobs etc,suprise
i love this baby so much and i feel so privileged to be able to carry him,joy
i feel blamed tricked attacked betrayed or any number of variations on this theme that s when trouble strikes,sad
i said you know its okay to cry at school if youre feeling afraid or sad right,fear
ive had a strange desire to write recently although i havent really come up with any topics that i feel really passionate about,love
i heard they play sm artists mvs while youre waiting in line and im just like wouldnt that make you feel really sucky because youre watching these gorgeous and talented people perform,joy
i finally feel like dreaming is a worthwhile endeavor as opposed to something that takes me away from my work,joy
i feel like a fish out of water or like i am in some weird equine version of the twighlight zone,suprise
ive bene feeling grouchy at neil gaiman ever since he announced his engagement to amanda palmer and grouchier still when she announced evelyn evelyn and complained about being attacked by disabled feminists,anger
i was feeling so shy and there were other people,fear
i feel uptight about something else,fear
i just feel pathetic at not being able to do something as simple as feeding myself,sad
i am feeling all naughty and rebellious,love
i have amazing co workers and i feel weird calling them that instead of friends,suprise
i feel so ridiculously shy with this man,fear
i woke up and was feeling annoyed,anger
i write about my life and how i feel and quite honestly if you re dissatisfied with that if you feel that my life is far too unrealistic if you think that i m too interesting too funny or not nearly realistic enough or not forthcoming enough with the darkness no one is making you read,anger
i ask them to do with warning reminder or less after short days i have to say i m feeling rather impressed with my idea i think it will be great for us this summer,suprise
i love how i feel when i walk and drive over them a little bit nervous like the good kind of nerves you get before you re about to go on a roller coaster and you know it lll be fun and you ll love it but you re not there yet so you re still nervous,fear
i thought i would never felt that kind of feeling but it crept into my heart and i hated that feeling,anger
i mentioned in a couple of past posts i was feeling the ovulation and now my breasts are tender just like the clomid did,love
i felt my feelings overwhelming me at work being stubborn instead of dealing with things just looking to get through a line of customers so i could have a moment of peace to myself before dealing with more and more people,anger
i don t want to be feeling even more overwhelmed than this year if i can help it,fear
i run away looking all the time at your face so blind feeling uptight always the same fight hey man now decide go ahead take your time kissing all the time that thorn in my spine wait,fear
i lived in a studenthouse,fear
i was trying to explain to marcus how i was feeling and i said you know like that keane song referring to this one and he didnt know what it was and i got irrationally irritated at him,anger
im overwhelmed or feel ignored or alone,sad
i stood behind her chair feeling quite dazed,suprise
i counted my lucky stars that morning and although possessions homes and businesses are replaceable unlike lives that are not i was left feeling very shaken and upset,fear
im feeling rather anxious so much can go horribly wrong at this point,fear
i have no such feeling for a long time could not help the distracted them,anger
i feel their envious looks at me their mistaken jealousy then stand here in my shoes and then get a taste of my blues,anger
i always feel funny posting salad recipes since salads are the simplest of foods to prepare,suprise
i can be so introverted with my feelings i cant possibly fathom that people would be supportive,love
i feel a gentle shift back towards the essence of me but as it shifts i feel resistance rising in the space,love
i have the feeling that if she had been supporting clinton you would not have had a problem with her advocacy,joy
i spent the rest of the weekend making the most of the good weather and feeling creative and working on three new collages at the same time,joy
i actually feel weird,suprise
i am trying to find a way to live in a world that i know i have it so much better than so many yet it is not enough and not feel selfish in wanting more,anger
i feel respected for the first time since i started in this field,joy
i feel disturbed by the more and more unreasonable lie my life is taking towards,sad
i feel nothing and i don t know how i feel and i want to get mad but i end up feeling nothing,anger
i get i can also be the complete opposite and think reality is pointless and feel resentful for even existing so very angry at existence sometimes,anger
i woke up this morning feeling a little groggy but very grounded which prompts me to ask what is it i feel normally upon waking,sad
i feel so dazed i just came home and crashed,suprise
i feel so stupid because the first week of it fair wasnt even worth working for,sad
i feel i am impressed with my performance and thankful for the gratitude of my fans,suprise
i feel something strange course my veins but im not sure what it is,suprise
i really hate being left alone to deal with my feelings because i feel so alone,sad
i feel like they ll actually go with a lot more and i m happy about that,joy
i feel convinced that the crucifixion has not much to do with the world s attitude toward the jew that the reasons for it are much older than that event,joy
i can say that im struggling with god about some things and still feel accepted and loved,joy
im honest i actually feel a bit horny she laughed the anticipation is kind of a turn on in a weird way,love
i used to feel so proud when the teachers used to praise me in front of my dad inspite of the fact that i was one of the most talkative and mischievous kid in the class,joy
i know i have an international audience but even now i feel pleasantly shocked that i can reach certain parts of the world,suprise
im feeling a little delicate today so not sure ill be able to manage the shred but ill probably give it a go,love
i know that the feeling wasn t because i missed the physical intimacy that i was sharing with my fiance,sad
i have been feeling more and more resentful as the weeks wear on,anger
ive been feeling something strange something inside of me thats been growing a sense of discontent but until a few days i couldnt quite figure out what that something was,suprise
i am feeling energy for the third so let s dig more deeply into being curious,suprise
im actually feeling like blogging is weird and who would ever read this blog,suprise
im feeling socially pressured i can tell lou i need some anti social time,fear
i feel like next to you gods not going to do anything for me because my problems are so pathetic,sad
i had a feeling that daisy s could look cute and age ap,joy
i can see myself always feeling frustrated nagging them pushing them too hard unable to understand them fully,anger
im sure my toddler was feeling inspired and didnt want to stop his creative juices flowing,joy
i am reali not hungry suddenly feel that all food is not so delicious anymore therefore i went to buy sweet potatoes to eat,joy
i cant find any other words to express how i feel i stand amazed in the presence of jesus the nazarene,suprise
i feel frustrated i feel furious i want,anger
i feel ive just started up my real life adolescence was a little weird,fear
i feel that this is a popular stomping ground for the majority of the candidates,joy
i keep seeing some mind blowing vids recently and feel devoted to the art form sufficiently,love
i feel a bit strange about things my identity is suffering,suprise
i feel overwhelmed these days,suprise
i feel slutty right now posted minutes ago,love
i turn the corner into the darkness underneath the stage i was thrust against the wall and i could feel his ferocious lips crushing mine so passionate searching for something i was sure i could give,anger
i feel so special each time i open this and take it out of the box,joy
i was feeling disappointed in people and the conformity of daily life i would be pulled toward its promise of uniqueness and expression,sad
i want to see them encouraged and to walk away feeling hopeful when we ve spent time together,joy
im in horrific pain there was the unrelenting exhaustion that made it difficult to put one foot in front of the other yet your body is feeling juuuuust crappy and painful enough to keep you from sleep,sad
i feel helpless and uncomfortable when i cant,sad
i feel so blessed that my admin team has faith in me that i can handle the position and hold down the fort in their absence,love
i never have panic attacks on stage as its the only thing i do that makes me feel so relaxed that i just forget about everything and become someone else,joy
i feel like our relationship is suffering,sad
im starting to feel shaky,fear
i voice my feelings and opinions about issues that i am passionate about technology leadership and management issues personal development challenges and geo political events,love
i am assuming you guys too feel if you think i am weird then picture this,suprise
i didnt feel lost at all when going through the different parts of the website,sad
i feel like this product packaging and application technique will be quite weird for many but might gradually build hype and popularity,suprise
i found myself just feeling amazed by its presence,suprise
i mean businesses and brands make money from making their consumers feel dissatisfied with what they have bored with themselves and therefore needing to change,anger
i just didnt feel like writing or didnt feel creative,joy
i did but i started feeling very weird like i just wanted to get out of there because stuff wasnt really adding up and i was feeling super awkward,suprise
i feel such a strange sense of weightlessness,fear
i loved it but definitely feel far more casual these days,joy
i needed to feel from each of the characters and i loved being able to read them in amy s unsent emails or in the way matthew tried to stop his ocd from getting the better of him,love
i just feel so listless,sad
i noticed that i started feeling funny,suprise
i feel like id follow her around forever her work is so lovely,love
i rarely choose friends just because they can cheer loudly and i never choose people who feel that being jaded is a gay art form,sad
i feel compassionate towards them,love
i feel that he thinks hes always victimized,sad
i feel extraordinarily blessed and lucky with a new one of each,love
i feel like i really get to perfect my lessons and change things to make them better and better throughout the day,joy
ive found it gets easier to do so until at some point we start to feel the ache of our ignored hungry heart,sad
i cant help but think how he must feel during these times and i am genuinely sympathetic to his plight,love
i feel sympathetic,love
i feel overwhelmed when i see my son more than my daughter relish his meals whenever he spots a piece of fried pomfret or kingfish in his plate,suprise
i feel all around me i am so amazed and awed by their ability to live life to the fullest and to rebound and overcome so much,suprise
i am extremely frustrated to be honest i feel like my life has no obsession no definition i feel like my definition of the mad scientist doesnt apply anymore,anger
i may not know i hope if you feel this way that you aren t scared or embarrassed,fear
i just feel so dissatisfied in general with my life and i see nothing around me that would even fix it,anger
i need to make sure that no one feels afraid that i am trying to be another process,fear
i can give back feel valued and still have a full cv when we finally if ever move to a country where i can work,joy
i feel uncertain about what words to even utter,fear
ive been holding off on admitting my feelings to myself because im afraid to be exposed again,fear
i really feel like i can change now and i know that my parents will be supporting me all the way,joy
i was feeling pretty low about my job hunt,sad
i feel intimidated by your question,fear
i know i m not the only single one out there but it just feels so weird to be doing something only for me not knowing when i will be able to share it with anyone else,fear
i was a wreck the next morning feeling devastated that i had given formula to my newborn but also feeling that i did what i needed to do for his well being,sad
i tried to break up was based on me not being happy with my life feeling like i was postponing myself and instead working on a job that i hated not even close to starting on my path that i felt was right,sad
i felt disgust of my father when i knew he had a lover,anger
i do feel confused,fear
i hit on one of these i will feel pretty impressed,suprise
i finished work on the production over a week ago but also how i have mapped out the entire review in my head and on paper and still not wrote it doesn t help my feeling of self loathing for being idiotic enough to not take another positive career step,sad
i know i have a lot of work to do i can barely walk a couple of blocks i have to reorganize my life in a way that takes care of myself and not just other people but im feeling confident that it will get done,joy
i feel morose but hope and dream one day some miracle will happen,sad
i feel really irritated,anger
i look forward to this crazy month of june i feel overwhelmed and scared of how that might work itself out,suprise
i feel i may have embarrassed myself by putting it out there like that but once i m moving i find it exceedingly difficult to put on the brakes,sad
i feel like im truly living life and am not just a spectator of my own life anymore its lovely,love
i feel people are curious to human clones and it attracts an audience quickly,suprise
i just feel the need to be entertained for some reason,joy
i feel like captain renault in the movie casablanca im shocked shocked to find that gambling is going on in here,suprise
i feel like that would be rude,anger
i was on the train speeding towards ludlow feeling a little delicate and thinking to myself this is no way to build up to a hundred,love
i also feel like we have within our little family the pain and loss losing my sweet friend audrey and then my oldest niece within weeks later,love
i feel the sweet release of a friday night for a couple of hours we can run this town till it runs dry tip it on back make it feel good sip a little more than you know you should let the smoke roll off your lips let it all go whatever it is and tip it on back,love
i have found my heart to feel more fond of dr,love
i heard a broadcasting programme about parapsychology the people in this programme used very difficult words which i couldnt understand they acted exaggerated without showing any feeling,anger
i feel surprised that we hardly take time out of our busy life and actually meet them though we chat non stop on whatsapp,suprise
im feeling funny and serious at the same time http www,suprise
i have been feeling tortured good way,anger
i received a leaflet through my door and to be honest i feel shocked with it s content,suprise
i feel terrified out of my mind,fear
i started to feel like a curious new exhibit in one of the city s many museums,suprise
i supposedly ovulated in particular has been feeling quite tender the last day or so,love
i can definitely tell the difference between days where i slept well and ate properly compared to those days i feel rushed,anger
i feel like everything i hated about my last relationship i want,anger
i feel she is making my work environment unpleasant,sad
i feel such gratitude for the generous gifts we received on our wedding day over years ago,joy
i guess im feeling this way because a guy i really liked was texting me sending xs and i really felt wanted a feeling ive felt before but ignored and burried inside me,love
i suspect that many that now feel like missionary failures would be surprised to learn how god views their service,suprise
i feel strongly about is supporting our troops and if you dont agree with that you can kiss my ass,joy
im still new should i feel greedy about it,anger
i have enough time to eat without feeling rushed,anger
i know not but does he really feel such love for her at this moment as he no doubt it was a curious thing he told array me when we were left for a few minutes and letters that he had not realized my presence in the house here at most about herself,suprise
i feel too many people use these uncontrolable factors as a scapegoat to why they have bad health because is much easier to blame someone somebody else,sad
i realized that my feelings of liking him have just disappeared like i never even had liked him,love
i feel envious and wonder will it ever be my turn,anger
i was feeling especially horny too which wasn t odd,love
ive had a few dreams where they move away and i feel distraught but maybe this was linked to my deep worry that well lose their friendship when we move so far away from them,fear
i could easily do a full time load with full time work but i feel like i havent devoted nearly enough time to it,love
i feel so pathetic for feeling this way,sad
i didnt really feel surprised at the time i had five or six experiences each to min,suprise
im feeling pressured to lose a bit of weight and maybe get in a bit better shape is related to that missing work thing,fear
i felt terrible but just told him that i wasnt feeling the long term chemistry thing and that i thought he was a fabulous person,joy
i feel for you you always broke my heart,sad
im feeling unsure about how ill parent little lives,fear
i met was friendly and the overall feeling was friendly and relaxed though of course everyone knows their job is important too,joy
i feel irritated today,anger
we were at a hamburger bar and a man at a table nearby started coughing and spitting into his plate,anger
i feel you are not as emotionally supportive as i need you to be it is harder for me to trust you,love
im on my third beer tavishs myriad spit rags are churning in the dryer and im feeling decidedly delicate south of the border this evening,love
i feel punished i realize that i have punished him so much more severely,sad
i feel like they are increasingly bitchy and vindictive and bitter and i cannot take it any more,anger
i feel a little less weird girl,suprise
i was worried that the students might feel like they were in trouble if they talked and so i am appreciative that the classroom environment is supportive of discussion,joy
i don t know what to say about your feeling insulted,anger
i wish telepathy would be our best friend right now and you could hear me loud and clear just by feeling my vibe but youre so distracted by your surroundings that you cant even hear my cry,anger
i have a heavy heartbeat from high blood pressure which i am getting treated soon and it kinda feels like i can feel my pulse throughought my legs and arms all while feeling kinda shaky,fear
i just want u to know how u make me feel unimportant ignored jealous and more middle school level adjectives,sad
i hardly feel like i had a weekend if i dont get fucked up,anger
i have a feeling im going to be seriously envious of whoever wins because i really want this one all to myself,anger
i always feel loved,love
i feel overwhelmed by the need that we saw there and the knowledge that there are so many others like her,suprise
i feel like love is overrated and i am never going to find my prince charming and if i do,joy
i feel like i will never know now and the more tender the thoughts i have in that regard are the more menacing the emotions that accompany them become,love
i know i feel a sigh of relief when some of my beloved bloggy friends dont post every,love
i wanted to created a kit that encompassed the way i feel about this special holiday,joy
im just feeling insecure about how it looks hanging there,fear
i have another card made with the feeling sentimental stamp set,sad
i do have a couple of teenagers here and we ll celebrate our th anniversary this year so i suppose i shouldn t feel surprised,suprise
i ask if the celebratory reactions don t actually fuel the fire of those who already may consider similar action because they feel ostracized from envious of hateful towards the u,anger
i have found to be true in my life is that the less time i spend in the bible and in prayer to the lord the more my mind opens itself up to anxious feelings and fearful thoughts,fear
my father suddenly fell ill he stayed for months in the hospital the last month on intensive care of the academic hospital,sad
i still feel scared,fear
i feel so very blessed with wonderful friends and family,love
im feeling a little angry because i was recently listening to a feminist podcast and while answering a question from one of their listeners the two hosts out right blasted stay at home moms and actually called us all brain washed by a patriarchal society,anger
i was feeling sorry for myself when actually there are much worse things that could be happening,sad
i dont travel every so often i feel restless,fear
i hoped cause i didnt get the feeling that i impressed them very much i nearly caused a car accident while driving today but other than those two mishaps its been a super weekend,suprise
i feel rather hesitant about airing my view of the current exhibition,fear
i feel extremely privileged to be part of this truly fantastic course,joy
i went through the door knocked down any positivity i was trying to feel i hated the place,anger
i was indignant at the unimpartiality shown by the referees at the football match between bulgaria and france,anger
i tend to feel slightly slutty,love
i like to feel surprised with a why question,suprise
i feel at peace but there is also a cant be bothered feeling,anger
i should never get annoyed or feel disturbed while busy doing house chores when abby demands my attention,sad
